RX Date/Time,Multiple Plot/Road Speed,Multiple Plot/Accelerator Pedal,Multiple Plot/Engine Load,Multiple Plot/Oil Pressure,Multiple Plot/Boost Pressure,Multiple Plot/Oil Temperature,Multiple Plot/Fuel Rate,Multiple Plot/Fuel Economy,Multiple Plot/Engine Speed,Multiple Plot/Trip Distance
2025/04/03 10:04:17::696,16.905,18.8,29.5,300.15000000000003,0,44.30555555555556,5.7366576,3.0125460800000003,663.5,4013.76
2025/04/03 10:04:17::761,16.905,18.8,29.5,300.15000000000003,0,44.30555555555556,5.7366576,3.0125460800000003,663.5,4013.76
2025/04/03 10:04:17::795,16.905,18.8,29.5,300.15000000000003,0,44.30555555555556,5.7366576,3.0125460800000003,663.5,4013.76
2025/04/03 10:04:17::875,16.905,18.8,29.5,300.15000000000003,0,44.30555555555556,5.7366576,3.0125460800000003,663.5,4013.76
2025/04/03 10:04:17::906,16.905,18.8,32,300.15000000000003,0,44.30555555555556,5.7366576,2.5126693600000003,675.75,4013.76
2025/04/03 10:04:17::968,16.905,18.8,32,300.15000000000003,0,44.30555555555556,5.7366576,2.5126693600000003,675.75,4013.76
2025/04/03 10:04:18::070,16.905,18.8,32,300.15000000000003,0,44.30555555555556,5.7366576,2.5126693600000003,675.75,4013.76
2025/04/03 10:04:18::088,16.905,21.200000000000003,36.5,300.15000000000003,0,44.30555555555556,5.7366576,2.3333116,680.5,4013.76
2025/04/03 10:04:18::132,16.905,21.200000000000003,36.5,313.95,1.724,44.30555555555556,5.7366576,2.3333116,680.5,4013.76
2025/04/03 10:04:18::161,16.905,21.200000000000003,36.5,313.95,1.724,44.30555555555556,5.7366576,2.3333116,680.5,4013.76
2025/04/03 10:04:18::190,16.905,21.200000000000003,36.5,313.95,1.724,44.30555555555556,5.7366576,2.3333116,680.5,4013.76
2025/04/03 10:04:18::279,16.905,21.200000000000003,36.5,313.95,1.724,44.30555555555556,5.7366576,2.3333116,680.5,4013.76
2025/04/03 10:04:18::302,16.905,23.6,38.5,313.95,1.724,44.30555555555556,7.4517408,2.23698984,692,4013.76
2025/04/03 10:04:18::320,16.905,23.6,38.5,313.95,1.724,44.30555555555556,7.4517408,2.23698984,692,4013.76
2025/04/03 10:04:18::356,16.905,23.6,38.5,313.95,1.724,44.16666666666667,7.4517408,2.23698984,692,4013.76
2025/04/03 10:04:18::395,16.905,23.6,38.5,313.95,1.724,44.16666666666667,7.4517408,2.23698984,692,4013.76
2025/04/03 10:04:18::472,16.905,23.6,38.5,313.95,1.724,44.16666666666667,7.4517408,2.23698984,692,4013.76
2025/04/03 10:04:18::494,17.71,23.6,41,313.95,1.724,44.16666666666667,7.4517408,2.11077512,706.5,4013.76
2025/04/03 10:04:18::515,17.71,23.6,41,313.95,1.724,44.16666666666667,7.4517408,2.11077512,706.5,4013.76
2025/04/03 10:04:18::561,17.71,23.6,41,313.95,1.724,44.16666666666667,7.4517408,2.11077512,706.5,4013.76
2025/04/03 10:04:18::595,17.71,23.6,41,313.95,1.724,44.16666666666667,7.4517408,2.11077512,706.5,4013.76
2025/04/03 10:04:18::694,17.71,25.200000000000003,43.5,313.95,1.724,44.16666666666667,7.4517408,1.9912032800000001,716.5,4013.76
2025/04/03 10:04:18::773,17.71,25.200000000000003,43.5,313.95,1.724,44.16666666666667,7.4517408,1.9912032800000001,716.5,4013.76
2025/04/03 10:04:18::865,17.71,25.200000000000003,43.5,313.95,1.724,44.16666666666667,7.4517408,1.9912032800000001,716.5,4013.76
2025/04/03 10:04:18::882,17.71,24.400000000000002,41.5,313.95,1.724,44.16666666666667,8.87112,1.9862211200000002,727,4013.76
2025/04/03 10:04:18::979,17.71,24.400000000000002,41.5,313.95,1.724,44.16666666666667,8.87112,1.9862211200000002,727,4013.76
2025/04/03 10:04:19::075,17.71,24.400000000000002,41.5,313.95,1.724,44.16666666666667,8.87112,1.9862211200000002,727,4013.76
2025/04/03 10:04:19::091,18.515,24.400000000000002,40.5,313.95,1.724,44.16666666666667,8.87112,2.01445336,743,4013.76
2025/04/03 10:04:19::120,18.515,24.400000000000002,40.5,313.95,1.724,44.16666666666667,8.87112,2.01445336,743,4013.76
2025/04/03 10:04:19::137,18.515,24.400000000000002,40.5,324.3,2.586,44.16666666666667,8.87112,2.01445336,743,4013.76
2025/04/03 10:04:19::175,18.515,24.400000000000002,40.5,324.3,2.586,44.16666666666667,8.87112,2.01445336,743,4013.76
2025/04/03 10:04:19::264,18.515,24.400000000000002,40.5,324.3,2.586,44.16666666666667,8.87112,2.01445336,743,4013.76
2025/04/03 10:04:19::288,18.515,24.400000000000002,41.5,324.3,2.586,44.16666666666667,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::326,18.515,24.400000000000002,41.5,324.3,2.586,44.16666666666667,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::328,18.515,24.400000000000002,41.5,324.3,2.586,44.44444444444444,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::374,18.515,24.400000000000002,41.5,324.3,2.586,44.44444444444444,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::376,18.515,24.400000000000002,41.5,324.3,2.586,44.44444444444444,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::479,18.515,24.400000000000002,41.5,324.3,2.586,44.44444444444444,8.87112,1.8135062400000002,753.5,4013.76
2025/04/03 10:04:19::507,19.32,19.6,31.5,324.3,2.586,44.44444444444444,9.6399504,2.13236448,763.25,4013.76
2025/04/03 10:04:19::532,19.32,19.6,31.5,324.3,2.586,44.44444444444444,9.6399504,2.13236448,763.25,4013.76
2025/04/03 10:04:19::575,19.32,19.6,31.5,324.3,2.586,44.44444444444444,9.6399504,2.13236448,763.25,4013.76
2025/04/03 10:04:19::668,19.32,19.6,31.5,324.3,2.586,44.44444444444444,9.6399504,2.13236448,763.25,4013.76
2025/04/03 10:04:19::692,19.32,19.6,29.5,324.3,2.586,44.44444444444444,9.6399504,2.3632045600000002,771.25,4013.76
2025/04/03 10:04:19::773,19.32,19.6,29.5,324.3,2.586,44.44444444444444,9.6399504,2.3632045600000002,771.25,4013.76
2025/04/03 10:04:19::775,19.32,19.6,29.5,324.3,2.586,44.44444444444444,9.6399504,2.3632045600000002,771.25,4013.76
2025/04/03 10:04:19::871,19.32,19.6,29.5,324.3,2.586,44.44444444444444,9.6399504,2.3632045600000002,771.25,4013.76
2025/04/03 10:04:19::894,19.32,19.6,29,324.3,2.586,44.44444444444444,9.6399504,2.44291912,774,4013.76
2025/04/03 10:04:19::982,19.32,19.6,29,324.3,2.586,44.44444444444444,9.6399504,2.44291912,774,4013.76
2025/04/03 10:04:20::074,19.32,19.6,29,324.3,2.586,44.44444444444444,9.6399504,2.44291912,774,4013.76
2025/04/03 10:04:20::093,19.32,27.200000000000003,35.5,324.3,2.586,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::127,19.32,27.200000000000003,35.5,324.3,2.586,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::128,19.32,27.200000000000003,35.5,327.75,4.31,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::168,19.32,27.200000000000003,35.5,327.75,4.31,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::189,19.32,27.200000000000003,35.5,327.75,4.31,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::282,19.32,27.200000000000003,35.5,327.75,4.31,44.44444444444444,7.5108816,2.4827764,781.5,4013.76
2025/04/03 10:04:20::311,20.125,27.200000000000003,44.5,327.75,4.31,44.44444444444444,7.5108816,2.2535970400000003,798.25,4013.76
2025/04/03 10:04:20::327,20.125,27.200000000000003,44.5,327.75,4.31,44.44444444444444,7.5108816,2.2535970400000003,798.25,4013.76
2025/04/03 10:04:20::357,20.125,27.200000000000003,44.5,327.75,4.31,44.44444444444444,7.5108816,2.2535970400000003,798.25,4013.76
2025/04/03 10:04:20::373,20.125,27.200000000000003,44.5,327.75,4.31,44.44444444444444,7.5108816,2.2535970400000003,798.25,4013.76
2025/04/03 10:04:20::478,20.125,27.200000000000003,44.5,327.75,4.31,44.44444444444444,7.5108816,2.2535970400000003,798.25,4013.76
2025/04/03 10:04:20::480,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::517,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::536,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::560,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::575,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::679,20.125,26,43.5,327.75,4.31,44.44444444444444,7.5108816,1.8135062400000002,810,4013.76
2025/04/03 10:04:20::692,20.125,16.8,32,327.75,4.31,44.44444444444444,10.645344,1.8450599200000002,815.75,4013.76
2025/04/03 10:04:20::775,20.125,16.8,32,327.75,4.31,44.44444444444444,10.645344,1.8450599200000002,815.75,4013.76
2025/04/03 10:04:20::881,20.93,16.400000000000002,20.5,327.75,4.31,44.44444444444444,10.645344,2.2486148800000003,818,4013.76
2025/04/03 10:04:20::976,20.93,16.400000000000002,20.5,327.75,4.31,44.44444444444444,10.645344,2.2486148800000003,818,4013.76
2025/04/03 10:04:21::071,20.93,16.400000000000002,20.5,327.75,4.31,44.44444444444444,10.645344,2.2486148800000003,818,4013.76
2025/04/03 10:04:21::087,20.93,16,19.5,327.75,4.31,44.44444444444444,10.645344,3.2815827200000003,825,4013.76
2025/04/03 10:04:21::136,20.93,16,19.5,327.75,4.31,44.44444444444444,10.645344,3.2815827200000003,825,4013.76
2025/04/03 10:04:21::137,20.93,16,19.5,331.20000000000005,3.448,44.44444444444444,10.645344,3.2815827200000003,825,4013.76
2025/04/03 10:04:21::174,20.93,16,19.5,331.20000000000005,3.448,44.44444444444444,10.645344,3.2815827200000003,825,4013.76
2025/04/03 10:04:21::267,20.93,16,19.5,331.20000000000005,3.448,44.44444444444444,10.645344,3.2815827200000003,825,4013.76
2025/04/03 10:04:21::298,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::324,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::358,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::360,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::397,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::471,20.93,16.400000000000002,19,331.20000000000005,3.448,44.44444444444444,6.3872064,3.38288664,828.5,4013.76
2025/04/03 10:04:21::501,20.93,16.400000000000002,19.5,331.20000000000005,3.448,44.44444444444444,6.3872064,3.03247472,827.5,4013.76
2025/04/03 10:04:21::519,20.93,16.400000000000002,19.5,331.20000000000005,3.448,44.44444444444444,6.3872064,3.03247472,827.5,4013.76
2025/04/03 10:04:21::595,20.93,16.400000000000002,19.5,331.20000000000005,3.448,44.44444444444444,6.3872064,3.03247472,827.5,4013.76
2025/04/03 10:04:21::663,20.93,16.400000000000002,19.5,331.20000000000005,3.448,44.44444444444444,6.3872064,3.03247472,827.5,4013.76
2025/04/03 10:04:21::679,20.93,13.200000000000001,16,331.20000000000005,3.448,44.44444444444444,6.3872064,3.4277260800000002,828.5,4013.76
2025/04/03 10:04:21::767,20.93,13.200000000000001,16,331.20000000000005,3.448,44.44444444444444,6.3872064,3.4277260800000002,828.5,4013.76
2025/04/03 10:04:21::787,20.93,13.200000000000001,16,331.20000000000005,3.448,44.44444444444444,6.3872064,3.4277260800000002,828.5,4013.76
2025/04/03 10:04:21::870,20.93,13.200000000000001,16,331.20000000000005,3.448,44.44444444444444,6.3872064,3.4277260800000002,828.5,4013.76
2025/04/03 10:04:21::910,20.93,9.600000000000001,6.5,331.20000000000005,3.448,44.44444444444444,5.91408,3.68513768,823.25,4013.76
2025/04/03 10:04:21::973,20.93,9.600000000000001,6.5,331.20000000000005,3.448,44.44444444444444,5.91408,3.68513768,823.25,4013.76
2025/04/03 10:04:22::063,20.93,9.600000000000001,6.5,331.20000000000005,3.448,44.44444444444444,5.91408,3.68513768,823.25,4013.76
2025/04/03 10:04:22::085,20.93,9.600000000000001,5.5,331.20000000000005,3.448,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::111,20.93,9.600000000000001,5.5,331.20000000000005,3.448,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::134,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::164,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::194,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::293,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,5.24621448,819.5,4013.76
2025/04/03 10:04:22::295,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::331,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::364,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::367,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::383,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::468,20.93,9.600000000000001,5.5,313.95,2.586,44.44444444444444,5.91408,6.6412192800000005,818.25,4013.76
2025/04/03 10:04:22::486,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::513,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::535,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::566,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::591,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::670,20.93,10,7,313.95,2.586,44.44444444444444,3.0161808,7.40847192,818.25,4013.76
2025/04/03 10:04:22::690,20.93,10,8,313.95,2.586,44.44444444444444,3.0161808,6.8504700000000005,805.25,4013.76
2025/04/03 10:04:22::773,20.93,10,8,313.95,2.586,44.44444444444444,3.0161808,6.8504700000000005,805.25,4013.76
2025/04/03 10:04:22::793,20.93,10,8,313.95,2.586,44.44444444444444,3.0161808,6.8504700000000005,805.25,4013.76
2025/04/03 10:04:22::871,20.93,10,8,313.95,2.586,44.44444444444444,3.0161808,6.8504700000000005,805.25,4013.76
2025/04/03 10:04:22::892,20.93,10,7.5,313.95,2.586,44.44444444444444,3.0161808,6.60800488,810.75,4013.76
2025/04/03 10:04:22::967,20.93,10,7.5,313.95,2.586,44.44444444444444,3.0161808,6.60800488,810.75,4013.76
2025/04/03 10:04:22::975,20.93,10,7.5,313.95,2.586,44.44444444444444,3.0161808,6.60800488,810.75,4013.76
2025/04/03 10:04:23::085,20.93,10,7.5,313.95,2.586,44.44444444444444,3.0161808,6.60800488,810.75,4013.76
2025/04/03 10:04:23::113,20.93,10.4,8,313.95,2.586,44.44444444444444,3.1936032,6.31405744,800.75,4013.76
2025/04/03 10:04:23::120,20.93,10.4,8,313.95,2.586,44.44444444444444,3.1936032,6.31405744,800.75,4013.76
2025/04/03 10:04:23::156,20.93,10.4,8,303.6,0,44.44444444444444,3.1936032,6.31405744,800.75,4013.76
2025/04/03 10:04:23::192,20.93,10.4,8,303.6,0,44.44444444444444,3.1936032,6.31405744,800.75,4013.76
2025/04/03 10:04:23::265,20.93,10.4,8,303.6,0,44.44444444444444,3.1936032,6.31405744,800.75,4013.76
2025/04/03 10:04:23::279,20.125,10.4,8,303.6,0,44.44444444444444,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::315,20.125,10.4,8,303.6,0,44.44444444444444,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::336,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::361,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::392,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::472,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.4020756,798,4013.76
2025/04/03 10:04:23::486,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.14632472,799,4013.76
2025/04/03 10:04:23::536,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.14632472,799,4013.76
2025/04/03 10:04:23::567,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.14632472,799,4013.76
2025/04/03 10:04:23::584,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.14632472,799,4013.76
2025/04/03 10:04:23::663,20.125,10.4,8,303.6,0,44.72222222222222,3.1936032,6.14632472,799,4013.76
2025/04/03 10:04:23::694,20.125,11.200000000000001,10,303.6,0,44.72222222222222,3.3710256,6.12639608,795.5,4013.76
2025/04/03 10:04:23::760,20.125,11.200000000000001,10,303.6,0,44.72222222222222,3.3710256,6.12639608,795.5,4013.76
2025/04/03 10:04:23::774,20.125,11.200000000000001,10,303.6,0,44.72222222222222,3.3710256,6.12639608,795.5,4013.76
2025/04/03 10:04:23::869,20.125,11.200000000000001,10,303.6,0,44.72222222222222,3.3710256,6.12639608,795.5,4013.76
2025/04/03 10:04:23::885,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.48369744,785.75,4013.76
2025/04/03 10:04:23::970,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.48369744,785.75,4013.76
2025/04/03 10:04:23::997,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.48369744,785.75,4013.76
2025/04/03 10:04:24::072,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.48369744,785.75,4013.76
2025/04/03 10:04:24::077,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.48369744,785.75,4013.76
2025/04/03 10:04:24::094,20.125,11.200000000000001,10.5,303.6,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::126,20.125,11.200000000000001,10.5,293.25,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::158,20.125,11.200000000000001,10.5,293.25,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::175,20.125,11.200000000000001,10.5,293.25,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::222,20.125,11.200000000000001,10.5,293.25,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::282,20.125,11.200000000000001,10.5,293.25,0,44.72222222222222,3.3710256,5.14158912,784.5,4013.76
2025/04/03 10:04:24::286,20.125,12.4,13.5,293.25,0,44.72222222222222,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::325,20.125,12.4,13.5,293.25,0,44.72222222222222,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::358,20.125,12.4,13.5,293.25,0,44.861111111111114,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::390,20.125,12.4,13.5,293.25,0,44.861111111111114,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::415,20.125,12.4,13.5,293.25,0,44.861111111111114,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::434,20.125,12.4,13.5,293.25,0,44.861111111111114,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::462,20.125,12.4,13.5,293.25,0,44.861111111111114,3.9624336000000002,5.14324984,789.5,4013.76
2025/04/03 10:04:24::495,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::515,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::537,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::558,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::582,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::670,20.125,13.200000000000001,14,293.25,0,44.861111111111114,3.9624336000000002,4.61015872,783.5,4013.76
2025/04/03 10:04:24::687,20.125,13.200000000000001,15,293.25,0,44.861111111111114,3.9624336000000002,4.1351928000000004,789.75,4013.76
2025/04/03 10:04:24::800,20.125,13.200000000000001,15,293.25,0,44.861111111111114,3.9624336000000002,4.1351928000000004,789.75,4013.76
2025/04/03 10:04:24::879,20.125,13.200000000000001,15,293.25,0,44.861111111111114,3.9624336000000002,4.1351928000000004,789.75,4013.76
2025/04/03 10:04:24::910,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,4.53044416,788,4013.76
2025/04/03 10:04:24::962,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,4.53044416,788,4013.76
2025/04/03 10:04:24::993,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,4.53044416,788,4013.76
2025/04/03 10:04:25::071,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,4.53044416,788,4013.76
2025/04/03 10:04:25::093,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::125,20.125,13.200000000000001,15,293.25,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::163,20.125,13.200000000000001,15,296.7,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::165,20.125,13.200000000000001,15,296.7,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::190,20.125,13.200000000000001,15,296.7,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::273,20.125,13.200000000000001,15,296.7,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::277,20.125,13.200000000000001,15,296.7,0,44.861111111111114,4.731264,3.9192992,787,4013.76
2025/04/03 10:04:25::316,20.125,14.4,15,296.7,0,44.861111111111114,4.731264,3.9192992,785.75,4013.76
2025/04/03 10:04:25::343,20.125,14.4,15,296.7,0,44.72222222222222,4.731264,3.9192992,785.75,4013.76
2025/04/03 10:04:25::377,20.125,14.4,15,296.7,0,44.72222222222222,4.731264,3.9192992,785.75,4013.76
2025/04/03 10:04:25::484,20.125,14.4,15,296.7,0,44.72222222222222,4.731264,3.9192992,785.75,4013.76
2025/04/03 10:04:25::485,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::536,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::570,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::611,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::661,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::681,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,3.9408885600000003,798,4013.76
2025/04/03 10:04:25::694,20.125,24.400000000000002,38,296.7,0,44.72222222222222,5.4409536,2.59238392,800,4013.76
2025/04/03 10:04:25::772,20.125,24.400000000000002,38,296.7,0,44.72222222222222,5.4409536,2.59238392,800,4013.76
2025/04/03 10:04:25::773,20.125,24.400000000000002,38,296.7,0,44.72222222222222,5.4409536,2.59238392,800,4013.76
2025/04/03 10:04:25::870,20.125,24.400000000000002,38,296.7,0,44.72222222222222,5.4409536,2.59238392,800,4013.76
2025/04/03 10:04:25::892,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,2.1008108,813.75,4013.76
2025/04/03 10:04:25::969,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,2.1008108,813.75,4013.76
2025/04/03 10:04:25::993,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,2.1008108,813.75,4013.76
2025/04/03 10:04:26::072,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,2.1008108,813.75,4013.76
2025/04/03 10:04:26::091,20.125,24.400000000000002,37,296.7,0,44.72222222222222,5.4409536,2.1008108,813.75,4013.76
2025/04/03 10:04:26::093,20.93,24.400000000000002,35,296.7,0,44.72222222222222,9.5216688,2.13734664,827,4013.76
2025/04/03 10:04:26::134,20.93,24.400000000000002,35,313.95,2.586,44.72222222222222,9.5216688,2.13734664,827,4013.76
2025/04/03 10:04:26::168,20.93,24.400000000000002,35,313.95,2.586,44.72222222222222,9.5216688,2.13734664,827,4013.76
2025/04/03 10:04:26::174,20.93,24.400000000000002,35,313.95,2.586,44.72222222222222,9.5216688,2.13734664,827,4013.76
2025/04/03 10:04:26::275,20.93,24.400000000000002,35,313.95,2.586,44.72222222222222,9.5216688,2.13734664,827,4013.76
2025/04/03 10:04:26::293,20.93,20,31.5,313.95,2.586,44.72222222222222,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::329,20.93,20,31.5,313.95,2.586,44.72222222222222,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::333,20.93,20,31.5,313.95,2.586,44.861111111111114,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::374,20.93,20,31.5,313.95,2.586,44.861111111111114,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::380,20.93,20,31.5,313.95,2.586,44.861111111111114,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::460,20.93,20,31.5,313.95,2.586,44.861111111111114,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::476,20.93,20,31.5,313.95,2.586,44.861111111111114,9.5216688,1.93972096,837.75,4013.76
2025/04/03 10:04:26::495,20.93,18.8,23.5,313.95,2.586,44.861111111111114,9.5216688,2.33165088,840,4013.76
2025/04/03 10:04:26::511,20.93,18.8,23.5,313.95,2.586,44.861111111111114,9.5216688,2.33165088,840,4013.76
2025/04/03 10:04:26::525,20.93,18.8,23.5,313.95,2.586,44.861111111111114,9.5216688,2.33165088,840,4013.76
2025/04/03 10:04:26::574,20.93,18.8,23.5,313.95,2.586,44.861111111111114,9.5216688,2.33165088,840,4013.76
